Name,Label,Country_specific,Scale_type,Type,Format,Valid,Invalid,Question,Group
imprich,"Important to be rich, have money and expensive things",no,ordinal,discrete,numeric-1.0,35322,693,"Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not like you. Use this card for your answer. It is important to her/him to
be rich. She/he wants to have a lot of money and expensive things.",Group Human values
ipeqopt,Important that people are treated equally and have equal opportunities,no,ordinal,discrete,numeric-1.0,35233,782,"Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not
like you. Use this card for your answer. She/he thinks it is important that every person in the world should be treated equally.
She/he believes everyone should have equal opportunities in life.",Group Human values
ipshabt,Important to show abilities and be admired,no,ordinal,discrete,numeric-1.0,35257,758,Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not like you. Use this card for your answer. It's important to her/him to show her/his abilities. She/he wants people to admire what she/he does.,Group Human values
impsafe,Important to live in secure and safe surroundings,no,ordinal,discrete,numeric-1.0,35387,628,Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not like you. Use this card for your answer. It is important to her/him to live in secure surroundings. She/he avoids anything that might endanger her/his safety.,Group Human values
impdiff,Important to try new and different things in life,no,ordinal,discrete,numeric-1.0,35262,753,"Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not
like you. Use this card for your answer. She/he likes surprises and is always looking for new things to do. She/he thinks it is
important to do lots of different things in life",Group Human values
ipfrule,Important to do what is told and follow rules,no,ordinal,discrete,numeric-1.0,35074,941,"Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not
like you. Use this card for your answer. She/he believes that people should do what they're told. She/he thinks people should
follow rules at all times, even when no-one is watching.",Group Human values
ipudrst,Important to understand different people,no,ordinal,discrete,numeric-1.0,35200,815,"Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not
like you. Use this card for your answer. It is important to her/him to listen to people who are different from her/him. Even
when she/he disagrees with them, she/he still wants to understand them.",Group Human values
ipmodst,"Important to be humble and modest, not draw attention",no,ordinal,discrete,numeric-1.0,35290,725,"Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not
like you. Use this card for your answer. It is important to her/him to be humble and modest. She/he tries not to draw attention
to herself/himself.",Group Human values
ipgdtim,Important to have a good time,no,ordinal,discrete,numeric-1.0,35277,738,"Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not
like you. Use this card for your answer. Having a good time is important to her/him. She/he likes to 'spoil' herself/himself.",Group Human values
impfree,Important to make own decisions and be free,no,ordinal,discrete,numeric-1.0,35311,704,"Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not like you. Use this card for your answer. It is important to her/him to make her/his own decisions about what she/he does. She/he likes to be free and
not depend on others.",Group Human values
iphlppl,Important to help people and care for others well-being,no,ordinal,discrete,numeric-1.0,35333,682,Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not like you. Use this card for your answer. It's very important to her/him to help the people around her/him. She/he wants to care for their well-being.,Group Human values
ipsuces,Important to be successful and that people recognize achievements,no,ordinal,discrete,numeric-1.0,35179,836,"Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not like you. Use this card for your answer. Being very
successful is important to her/him. She/ he hopes people will recognise her/his achievements.",Group Human values
ipstrgv,Important that government is strong and ensures safety,no,ordinal,discrete,numeric-1.0,35079,936,"Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is
not like you. Use this card for your answer. It is important to her/him that the government ensures her/his safety against all
threats. She/he wants the state to be strong so it can defend its citizens.",Group Human values
ipadvnt,Important to seek adventures and have an exciting life,no,ordinal,discrete,numeric-1.0,35278,737,Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not like you. Use this card for your answer. She/he looks for adventures and likes to take risks. She/he wants to have an exciting life.,Group Human values
ipbhprp,Important to behave properly,no,ordinal,discrete,numeric-1.0,35253,762,Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not like you. Use this card for your answer. It is important to her/him always to behave properly. She/he wants to avoid doing anything people would say is wrong.,Group Human values
iprspot,Important to get respect from others,no,ordinal,discrete,numeric-1.0,35109,906,"Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not like you. Use this card for your answer. It is important to her/him to
get respect from others. She/he wants people to do what she/he says.",Group Human values
iplylfr,Important to be loyal to friends and devote to people close,no,ordinal,discrete,numeric-1.0,35382,633,Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not like you. Use this card for your answer. It is important to her/him to be loyal to her/his friends. She/he wants to devote herself/himself to people close to her/him.,Group Human values
impenv,Important to care for nature and environment,no,ordinal,discrete,numeric-1.0,35356,659,Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not like you. Use this card for your answer. She/he strongly believes that people should care for nature. Looking after the environment is important to her/him.,Group Human values
imptrad,Important to follow traditions and customs,no,ordinal,discrete,numeric-1.0,35367,648,"Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not like you. Use this card for your answer. Tradition is important to her/him. She/he tries to follow the customs
handed down by her/his religion or her/ his family.",Group Human values
impfun,Important to seek fun and things that give pleasure,no,ordinal,discrete,numeric-1.0,35292,723,Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not like you. Use this card for your answer. She/he seeks every chance she/ he can to have fun. It is important to her/him to do things that give her/him pleasure.,Group Human values
name,Title of dataset,no,nominal,discrete,character-12,36015,0,1 Title of dataset,Group Administrative variables
essround,ESS round,no,nominal,discrete,numeric-2.0,36015,0,2 ESS round,Group Administrative variables
edition,Edition,no,nominal,discrete,character-3,36015,0,3 Edition,Group Administrative variables
proddate,Production date,no,ordinal,discrete,character-10,36015,0,4 Production date,Group Administrative variables
idno,Respondent's identification number,no,nominal,discrete,numeric-9.0,36015,0,6 Respondent's identification number,Group Administrative variables
inwdds,"Start of interview, day of month",no,continuous,continuous,numeric-2.0,36015,0,"R2 Start of interview, day of month",Group Administrative variables
inwmms,"Start of interview, month",no,continuous,continuous,numeric-2.0,36015,0,"R3 Start of interview, month",Group Administrative variables
inwyys,"Start of interview, year",no,continuous,continuous,numeric-4.0,36015,0,"R4 Start of interview, year",Group Administrative variables
inwshh,"Start of interview, hour",no,continuous,continuous,numeric-2.0,35824,191,"R5 Start of interview, hour",Group Administrative variables
inwsmm,"Start of interview, minute",no,continuous,continuous,numeric-2.0,35824,191,"R6 Start of interview, minute",Group Administrative variables
inwdde,"End of interview, day of month",no,continuous,continuous,numeric-2.0,36009,6,"R7 End of interview, day of month",Group Administrative variables
inwmme,"End of interview, month",no,continuous,continuous,numeric-2.0,36009,6,"R8 End of interview, month",Group Administrative variables
inwyye,"End of interview, year",no,continuous,continuous,numeric-4.0,36015,0,"R9 End of interview, year",Group Administrative variables
inwehh,"End of interview, hour",no,continuous,continuous,numeric-2.0,34640,1375,"R10 End of interview, hour",Group Administrative variables
inwemm,"End of interview, minute",no,continuous,continuous,numeric-2.0,34640,1375,"R11 End of interview, minute",Group Administrative variables
inwtm,"Interview length in minutes, main questionnaire",no,continuous,continuous,numeric-4.0,34024,1991,"R20 Interview length in minutes, main questionnaire (calculated)",Group Administrative variables
